gene_name	strand	start	end	chr
THTPA	+	24025215	24029480	chr14
AP1G2	-	24028773	24037279	chr14
RP11-66N24.3	+	24030305	24037282	chr14
JPH4	-	24037243	24048009	chr14
DHRS2	+	24099323	24114848	chr14
RP11-388E23.2	-	24198246	24198950	chr14
BRD7P1	+	24218444	24220359	chr14
RP11-388E23.4	+	24236870	24238207	chr14
RN7SKP205	+	24261138	24261445	chr14
RP11-388E23.3	-	24294844	24296605	chr14
LINC00596	-	24391455	24403777	chr14
DHRS4-AS1	-	24407939	24458048	chr14
DHRS4-AS1	+	24407939	24409196	chr14
DHRS4	+	24422794	24438488	chr14
DHRS4L2	+	24439147	24475617	chr14
RP11-468E2.9	+	24505661	24520580	chr14
LRRC16B	+	24521205	24538937	chr14
CPNE6	+	24540045	24547309	chr14
NRL	-	24549315	24584223	chr14
PCK2	+	24563261	24579807	chr14
DCAF11	+	24583403	24594451	chr14
RP11-468E2.6	+	24590559	24601038	chr14
FITM1	+	24600483	24602058	chr14
PSME1	+	24605366	24608176	chr14
EMC9	-	24608173	24610797	chr14
RP11-468E2.5	+	24608653	24609653	chr14
PSME2	-	24612573	24616779	chr14
RNF31	+	24615891	24629870	chr14
RP11-468E2.4	+	24620426	24636611	chr14
RNA5SP383	+	24627811	24627931	chr14
IRF9	+	24630261	24635774	chr14
REC8	+	24641061	24649463	chr14
IPO4	-	24649424	24658170	chr14
RP11-468E2.2	-	24649600	24659622	chr14
TM9SF1	-	24658348	24682679	chr14
TM9SF1	-	24658362	24682679	chr14
TSSK4	+	24674902	24677568	chr14
CHMP4A	-	24678788	24683075	chr14
AL136419.6	-	24678851	24685193	chr14
MDP1	-	24683142	24685276	chr14
NEDD8-MDP1	-	24683160	24701558	chr14
NEDD8	-	24686057	24701660	chr14
GMPR2	+	24701627	24708448	chr14
TINF2	-	24708848	24711880	chr14
TGM1	-	24718319	24733638	chr14
RABGGTA	-	24734743	24740945	chr14
DHRS1	-	24759803	24769039	chr14
NOP9	+	24769067	24778330	chr14
CIDEB	-	24774301	24780636	chr14
LTB4R2	+	24774939	24781259	chr14
LTB4R2	+	24778160	24781252	chr14
LTB4R	+	24780655	24787242	chr14
ADCY4	-	24787554	24804299	chr14
RP11-934B9.3	-	24801515	24806588	chr14
RIPK3	-	24805226	24809251	chr14
RNU6-802P	-	24821262	24821363	chr14
NFATC4	+	24834878	24848810	chr14
NYNRIN	+	24867991	24888494	chr14
CBLN3	-	24895737	24900160	chr14
KHNYN	+	24898491	24910540	chr14
SDR39U1	-	24908971	24912111	chr14
RP11-80A15.1	+	24970799	24977894	chr14
CMA1	-	24974558	24977471	chr14
CTSG	-	25042727	25045466	chr14
RP11-104E19.1	+	25064928	25126980	chr14
GZMH	-	25075685	25078905	chr14
GZMB	-	25100159	25103473	chr14
STXBP6	-	25278861	25519503	chr14
RP11-89K22.1	-	25593692	25596204	chr14
HMGN2P6	-	25736269	25736542	chr14
OR7K1P	+	25826969	25827895	chr14
RP11-388G3.1	-	25900398	25901440	chr14
SNORD37	-	26275853	26275918	chr14
RP11-314P15.2	-	26305063	26612511	chr14
AL049831.1	-	26641371	26641464	chr14
CYB5AP5	+	26677241	26677630	chr14
NOVA1	-	26912298	27066960	chr14
RP11-483C6.1	-	27061952	27063723	chr14
NOVA1-AS1	+	27067617	27275673	chr14
RP11-626P14.1	-	27244700	27291313	chr14
RP11-626P14.2	+	27278622	27305664	chr14
RP11-384J4.2	+	27305933	27629626	chr14
RP11-384J4.1	+	27342338	27383949	chr14
MIR4307	+	27377847	27377931	chr14
AL110292.1	+	27396858	27396981	chr14
CTD-3006G17.2	-	27727922	28314492	chr14
LINC00645	+	28081793	28108842	chr14
hsa-mir-3171	-	28102410	28102484	chr14
AL445384.1	+	28459210	28459321	chr14
BNIP3P1	+	28733595	28735180	chr14
CTD-2591A6.2	+	28787346	28887818	chr14
RPL26P3	+	28959115	28959568	chr14
RP11-412H8.2	-	29061428	29082829	chr14
EIF4A1P12	+	29062984	29063125	chr14
BTF3P2	-	29142446	29142933	chr14
RP11-966I7.1	-	29198288	29234483	chr14
FOXG1	+	29235049	29238870	chr14
C14orf23	+	29241909	29282493	chr14
RP11-966I7.2	-	29252696	29254993	chr14
RP11-966I7.3	-	29269289	29299410	chr14
CTD-2384A14.1	+	29299449	29437606	chr14
RP11-30H9.1	-	29326589	29327907	chr14
Y_RNA	-	29370441	29370553	chr14
RP11-148E17.1	+	29406094	29497969	chr14
CTD-2384A14.2	-	29445041	29448130	chr14
RNU6-864P	-	29451508	29451616	chr14
RP11-562L8.1	-	29734030	29850501	chr14
RP11-260G13.1	+	29859551	29905618	chr14
RNU11-5P	+	29945989	29946118	chr14
PRKD1	-	30045686	30661104	chr14
CTD-2503I6.1	+	30122014	30127122	chr14
AL356756.1	-	30174504	30174608	chr14
RNU6-1234P	+	30281121	30281224	chr14
RP11-269C4.2	+	30409950	30449418	chr14
CTD-2251F13.1	-	30421602	30766249	chr14
RP11-269C4.1	+	30524415	30525160	chr14
RP11-1103G16.1	-	30907197	31042835	chr14
SYF2P1	-	31010981	31011394	chr14
G2E3	+	31028328	31089269	chr14
SCFD1	+	31091317	31205018	chr14
UBE2CP1	-	31152250	31152804	chr14
RP11-159L20.2	-	31204131	31291908	chr14
RP11-114O13.1	+	31260303	31260695	chr14
RP11-829H16.1	+	31288919	31289120	chr14
RP11-829H16.2	+	31290624	31291049	chr14
COCH	+	31343719	31364271	chr14
RP11-829H16.3	-	31345384	31359014	chr14
STRN3	-	31363004	31495607	chr14
HIGD1AP17	+	31433552	31433828	chr14
MIR624	-	31483851	31483948	chr14
RP11-829H16.5	+	31487651	31488002	chr14
AP4S1	+	31494311	31562818	chr14
HECTD1	-	31569317	31677010	chr14
RPL21P5	-	31580774	31581445	chr14
RNU6-541P	+	31612144	31612254	chr14
Y_RNA	+	31713966	31714067	chr14
RP11-596D21.1	+	31717833	31771945	chr14
Y_RNA	-	31727813	31727915	chr14
HEATR5A	-	31760993	31889788	chr14
AL136418.1	+	31779518	31779590	chr14
RP11-176H8.1	-	31803517	31926647	chr14
CTD-2213F21.2	+	31889491	31922089	chr14
DTD2	-	31915241	31926716	chr14
CTD-2213F21.1	-	31932000	31932577	chr14
GPR33	-	31952172	31953171	chr14
NUBPL	+	31959161	32330430	chr14
CTD-2213F21.4	-	32022563	32027704	chr14
CTD-2213F21.3	-	32027712	32030540	chr14
RNU6-602P	-	32131243	32131349	chr14
RNU6-455P	-	32155897	32156004	chr14
RP11-159D23.2	-	32395006	32399352	chr14
RP11-187E13.1	+	32414058	32419588	chr14
RP11-187E13.2	+	32476107	32487891	chr14
ARHGAP5-AS1	-	32544624	32545999	chr14
ARHGAP5	+	32545319	32628934	chr14
RNU6-7	+	32671250	32671357	chr14
RNU6-8	-	32672368	32672475	chr14
RP11-134E15.1	-	32710729	32712299	chr14
RP11-134E15.2	-	32741060	32741510	chr14
AKAP6	+	32798478	33300567	chr14
RP11-320M16.2	-	32842542	32887180	chr14
RN7SL660P	+	32911546	32911843	chr14
RP11-320M16.1	-	32953303	32954006	chr14
NPAS3	+	33404138	34273382	chr14
EGLN3	-	34393436	34931980	chr14
AL358340.1	-	34446515	34446597	chr14
EGLN3-AS1	+	34509302	34528506	chr14
AL356806.3	-	34885892	34886808	chr14
SPTSSA	-	34901994	34931562	chr14
RP11-671J11.1	+	34955184	34955653	chr14
EAPP	-	34985134	35008916	chr14
RP11-671J11.7	-	35011022	35011650	chr14
RP11-671J11.6	-	35013704	35015183	chr14
RNU1-27P	+	35015919	35016083	chr14
RNU1-28P	-	35025431	35025595	chr14
RP11-671J11.4	+	35025979	35030504	chr14
SNX6	-	35030299	35099389	chr14
RPS19P3	-	35037894	35038335	chr14
RNU6-1261P	+	35145096	35145200	chr14
RP11-434O22.2	+	35163375	35163850	chr14
CFL2	-	35179592	35184029	chr14
RP11-434O22.1	-	35209541	35210039	chr14
BAZ1A	-	35221936	35344853	chr14
AL355885.1	-	35270736	35270791	chr14
RNU7-41P	-	35314505	35314566	chr14
RP11-73E17.2	+	35343548	35345665	chr14
RP11-85K15.2	-	35390063	35451738	chr14
RP11-73E17.3	+	35390070	35390212	chr14
Y_RNA	-	35402649	35402749	chr14
IGBP1P1	+	35408529	35409693	chr14
SRP54	+	35451162	35498773	chr14
FAM177A1	+	35514112	35582336	chr14
PPP2R3C	-	35554672	35591723	chr14
KIAA0391	+	35591051	35743271	chr14
KIAA0391	+	35591754	35786680	chr14
RP11-173D9.1	-	35613226	35613686	chr14
RP11-173D9.5	-	35627109	35628305	chr14
RPL7AP3	-	35704385	35704857	chr14
RPL9P3	+	35731667	35732242	chr14
PSMA6	+	35747838	35786699	chr14
AL121594.1	+	35760691	35760782	chr14
RP11-561B11.3	-	35831437	35832834	chr14
RP11-561B11.1	-	35857326	35858275	chr14
NFKBIA	-	35870716	35873955	chr14
DNAJC8P1	+	35899465	35899837	chr14
RP11-561B11.6	-	35916208	35916831	chr14
RPS3AP4	+	35937477	35938536	chr14
KRT18P6	-	35981030	35982295	chr14
INSM2	+	36003247	36006260	chr14
RALGAPA1	-	36007557	36278510	chr14
SNORA31	+	36225532	36225669	chr14
QRSL1P3	+	36235000	36236316	chr14
snoU13	-	36256064	36256168	chr14
AL162311.1	-	36278417	36278506	chr14
RP11-317N8.5	-	36288429	36295971	chr14
NUTF2P2	+	36289042	36289426	chr14
BRMS1L	+	36295523	36401531	chr14
RP11-317N8.3	+	36343062	36344509	chr14
RP11-317N8.4	+	36350206	36350915	chr14
RP11-116N8.1	+	36367187	36532949	chr14
RP11-116N8.2	-	36416761	36419250	chr14
ILF2P2	-	36523402	36524519	chr14
RP11-116N8.4	-	36530231	36536396	chr14
LINC00609	+	36539632	36634494	chr14
PTCSC3	-	36605313	36645674	chr14
AL162511.1	-	36665685	36665774	chr14
RP11-259K15.2	+	36683812	36704814	chr14
RN7SKP21	-	36700760	36700980	chr14
MBIP	-	36767769	36789882	chr14
DPPA3P2	+	36840369	36841588	chr14
RNU7-93P	+	36874418	36874479	chr14
RP11-896J10.3	-	36942411	36988726	chr14
SFTA3	-	36942492	36983034	chr14
NKX2-1	-	36985601	36990354	chr14
NKX2-1-AS1	+	36988482	36992221	chr14
PHKBP2	-	37002710	37003743	chr14
RPL29P3	-	37046747	37047210	chr14
NKX2-8	-	37049783	37051812	chr14
RN7SKP257	-	37063043	37063352	chr14
RP11-964E11.2	-	37116287	37128006	chr14
PAX9	+	37126772	37148920	chr14
SLC25A21	-	37147635	37642071	chr14
RP11-81F13.1	+	37257848	37276368	chr14
RP11-81F13.2	+	37278075	37297934	chr14
MIR4503	-	37421513	37421596	chr14
RP11-537P22.2	-	37566266	37567768	chr14
SLC25A21-AS1	+	37641092	37643016	chr14
RNU6-273P	+	37656423	37656519	chr14
MIPOL1	+	37667117	38021566	chr14
RNU6-886P	-	37903673	37903778	chr14
RP11-356O9.2	-	38025362	38036300	chr14
RP11-356O9.1	+	38033251	38048330	chr14
FOXA1	-	38059188	38069245	chr14
TTC6	+	38065051	38510647	chr14
SNORA42	+	38189629	38189766	chr14
RNU6-1277P	-	38297002	38297109	chr14
LINC00517	-	38365264	38371577	chr14
CTD-2058B24.3	-	38472317	38474052	chr14
CTD-2058B24.2	-	38503491	38663486	chr14
CTD-2142D14.1	+	38660187	38672128	chr14
SSTR1	+	38677203	38682272	chr14
AL161751.1	+	38716911	38716980	chr14
CLEC14A	-	38723307	38725574	chr14
RP11-96D24.1	+	38760156	38781134	chr14
RP11-14N4.1	+	39074458	39075302	chr14
KRT8P1	+	39196478	39197685	chr14
LINC00639	-	39218544	39417477	chr14
RP11-506K19.1	+	39304592	39304992	chr14
RP11-506K19.2	-	39442602	39443289	chr14
Y_RNA	+	39456484	39456587	chr14
SEC23A	-	39501122	39578850	chr14
RP11-545M17.2	+	39560104	39560305	chr14
RP11-545M17.1	+	39572343	39573016	chr14
RP11-545M17.3	+	39577545	39577911	chr14
GEMIN2	+	39583426	39606177	chr14
TRAPPC6B	-	39617014	39639736	chr14
RPL7AP2	+	39625945	39627056	chr14
RP11-407N17.4	-	39644088	39645084	chr14
PNN	+	39644386	39652422	chr14
RP11-407N17.2	+	39680984	39681459	chr14
RP11-407N17.6	+	39684268	39685539	chr14
MIA2	+	39699434	39722859	chr14
RP11-407N17.3	+	39703105	39820397	chr14
CTAGE5	+	39734487	39856156	chr14
RP11-407N17.5	-	39734906	39736265	chr14
RP11-647O20.1	-	39839482	39839960	chr14
AL157791.1	-	39853281	39853350	chr14
RP11-1074O12.1	-	39854607	39856306	chr14
FBXO33	-	39866872	39901704	chr14
RP11-111A21.1	+	39944043	39982984	chr14
RP11-662J14.1	+	40855455	40855998	chr14
RP11-662J14.2	+	40856761	40858344	chr14
RP11-129M6.1	+	41424102	41445082	chr14
RP11-629F19.1	+	41765488	41767937	chr14
AL390335.1	+	41818496	41818570	chr14
CTD-2298J14.1	-	42024864	42025258	chr14
CTD-2298J14.2	-	42057063	42074059	chr14
SNORA31	+	42063665	42063794	chr14
LRFN5	+	42076772	42373752	chr14
RP11-1053O12.1	+	42211841	42212166	chr14
AL138498.1	+	42421678	42421763	chr14
RP11-313C4.1	-	42728933	42737789	chr14
AL445074.1	+	42769953	42770065	chr14
CTD-2307P3.1	+	42832185	43172858	chr14
RP11-214N1.1	+	42881775	42998091	chr14
RP11-90P16.1	+	43078070	43078780	chr14
RP11-90P16.2	-	43126965	43127121	chr14
RP11-97N10.1	-	43276580	43277315	chr14
RP11-16O13.1	+	43458403	43458686	chr14
RP11-88E18.1	+	43744026	43744900	chr14
HNRNPUP1	+	43769465	43769798	chr14
KRT8P2	-	44010085	44011029	chr14
RP11-557C9.3	-	44061344	44061465	chr14
RP11-557C9.1	+	44064338	44065886	chr14
RP11-305B6.3	-	44464983	44853748	chr14
RP11-305B6.2	-	44546736	44547087	chr14
RP11-305B6.1	-	44589412	44589964	chr14
RP11-322L17.1	-	44760199	44760921	chr14
RP11-99L13.2	-	44861733	44862919	chr14
RP11-99L13.1	-	44913949	44949821	chr14
FSCB	-	44973544	44976482	chr14
RP11-163M18.1	+	44976609	45007716	chr14
snoU13	-	45036115	45036209	chr14
RP11-398E10.1	-	45232359	45252032	chr14
CTD-2373J19.1	-	45329518	45335450	chr14
RP11-857B24.1	-	45346076	45366280	chr14
RP11-857B24.3	-	45356636	45356944	chr14
RP11-857B24.2	-	45357758	45358244	chr14
C14orf28	+	45366497	45376460	chr14
RP11-857B24.5	-	45368110	45381066	chr14
KLHL28	-	45393521	45511525	chr14
FAM179B	+	45431410	45543634	chr14
CTD-3028N15.1	-	45552247	45553180	chr14
PRPF39	+	45553301	45585485	chr14
SNORD58	+	45557445	45557511	chr14
SNORD127	+	45580085	45580171	chr14
FKBP3	-	45584802	45604522	chr14
FANCM	+	45605142	45670093	chr14
MIS18BP1	-	45672392	45722743	chr14
RNU6-552P	-	45743561	45743680	chr14
DNAJC19P9	+	45759238	45759589	chr14
RP11-454K7.3	+	45838417	45840042	chr14
RP11-454K7.1	+	45846470	45858489	chr14
RP11-454K7.2	-	45971944	45972343	chr14
RP11-945F5.1	+	46037197	46038272	chr14
RP11-369C8.1	-	46175452	46185155	chr14
AL158111.1	-	46285345	46285432	chr14
LINC00871	+	46410145	46971026	chr14
RPL10L	-	47120221	47121028	chr14
MDGA2	-	47308825	48144157	chr14
MDGA2	-	47311133	48143999	chr14
SNORA25	+	47429625	47429749	chr14
RPA2P1	+	47465656	47466377	chr14
RPL13AP2	-	47669777	47670307	chr14
RPS15AP3	-	47913308	47913697	chr14
MIR548Y	-	48230197	48230307	chr14
LINC00648	-	48234156	48264295	chr14
RP11-476J6.1	-	48271128	48271404	chr14
RP11-10A2.1	+	48514683	48515419	chr14
RP11-2G1.3	-	48788270	48788597	chr14
RNU6-297P	-	48810428	48810535	chr14
RP11-2G1.1	-	48865710	48960970	chr14
RP11-2G1.2	+	48867512	48868578	chr14
RP11-286B5.1	+	48959085	48959637	chr14
AL512359.1	-	48963135	48963267	chr14
RP11-737F10.1	+	49288562	49288796	chr14
SNORD112	-	49410649	49410717	chr14
RP11-816J8.1	-	49524430	49544223	chr14
RP11-326E7.1	+	49840683	49841101	chr14
RNA5SP384	+	50019350	50019466	chr14
RPS29	-	50043389	50065408	chr14
RPL32P29	-	50044109	50044512	chr14
RN7SL1	+	50053296	50053596	chr14
Y_RNA	-	50058953	50059055	chr14
AL139099.1	-	50064192	50065882	chr14
LRR1	+	50065414	50081390	chr14
RHOQP1	+	50066711	50067290	chr14
RPL36AL	-	50085236	50087403	chr14
MGAT2	+	50087488	50090198	chr14
RP11-649E7.5	-	50087532	50090198	chr14
DNAAF2	-	50091891	50101948	chr14
RP11-649E7.7	-	50096008	50096608	chr14
POLE2	-	50110272	50155140	chr14
RP11-831F12.3	+	50144086	50144611	chr14
RP11-831F12.4	+	50148019	50148604	chr14
RNU6ATAC30P	+	50151261	50151383	chr14
KLHDC1	+	50159822	50219870	chr14
RP11-831F12.2	-	50174384	50175510	chr14
KLHDC2	+	50234325	50249909	chr14
NEMF	-	50249996	50319921	chr14
AL627171.2	+	50291992	50293258	chr14
AL627171.1	-	50300809	50311552	chr14
RNU6-539P	+	50306442	50306545	chr14
RN7SL3	-	50320335	50320632	chr14
RN7SL2	-	50329270	50329567	chr14
ARF6	+	50359809	50361490	chr14
RNU6-189P	-	50368567	50368668	chr14
RP11-58E21.4	-	50394288	50428678	chr14
C14orf182	-	50448429	50474238	chr14
RP11-58E21.3	-	50474030	50507947	chr14
RP11-58E21.5	-	50505862	50555913	chr14
RP11-58E21.7	-	50508360	50555893	chr14
PDLIM1P1	+	50517085	50518054	chr14
RP11-58E21.1	+	50519574	50520287	chr14
RN7SKP193	+	50535285	50535591	chr14
C14orf183	-	50550368	50559361	chr14
Y_RNA	+	50553699	50553801	chr14
VCPKMT	-	50575349	50583318	chr14
SOS2	-	50583846	50698276	chr14
L2HGDH	-	50704280	50779266	chr14
MIR4504	-	50766572	50766664	chr14
ATP5S	+	50779043	50802276	chr14
RP11-247L20.4	-	50793243	50794627	chr14
CDKL1	-	50796309	50883179	chr14
RP11-247L20.3	+	50863730	50865063	chr14
MAP4K5	-	50885218	51027844	chr14
RP11-406H23.2	+	50915524	50923460	chr14
Y_RNA	-	50935114	50935216	chr14
ATL1	+	50999226	51099786	chr14
SNRPGP1	-	51038636	51038858	chr14
SAV1	-	51098775	51135049	chr14
RN7SL452P	-	51104411	51104699	chr14
RP11-248J18.2	-	51129228	51129896	chr14
ZFP64P1	-	51171060	51172229	chr14
NIN	-	51186480	51297839	chr14
RP11-248J18.3	-	51190494	51190990	chr14
RP11-286O18.1	+	51288597	51290219	chr14
snoU83B	+	51311342	51311430	chr14
RP11-218E20.2	+	51314839	51332377	chr14
PYGL	-	51324608	51411454	chr14
ABHD12B	+	51338877	51371688	chr14
RP11-218E20.5	+	51378943	51380076	chr14
RP11-218E20.3	-	51422976	51428720	chr14
TRIM9	-	51441979	51562779	chr14
RP11-1140I5.1	+	51555674	51558006	chr14
TMX1	+	51706879	51722759	chr14
SNORA70	+	51710807	51710942	chr14
Y_RNA	-	51720650	51720741	chr14
LINC00519	-	51771133	51795104	chr14
LINC00640	+	51800110	51832275	chr14
RP11-255G12.2	-	51811631	51852321	chr14
RP11-255G12.3	-	51858845	51863853	chr14
SETP2	+	51902755	51903681	chr14
FRMD6-AS2	-	51921229	52066670	chr14
FRMD6	+	51955817	52197445	chr14
RNU6-1291P	+	51989581	51989685	chr14
RNU6-1033P	-	52071556	52071618	chr14
RNA5SP385	+	52159469	52159579	chr14
RNU6-301P	+	52190820	52190927	chr14
RP11-280K24.1	+	52217277	52229832	chr14
OR7E105P	+	52223713	52224706	chr14
OR7E106P	-	52229773	52230794	chr14
RP11-280K24.4	+	52231993	52292140	chr14
OR7E159P	-	52238506	52238804	chr14
RP11-280K24.6	+	52254178	52254461	chr14
GNG2	+	52292912	52446060	chr14
RP11-463J10.2	-	52382862	52385289	chr14
RP11-463J10.3	-	52433720	52436518	chr14
AL358333.1	-	52436013	52436247	chr14
RP11-463J10.4	-	52449237	52453937	chr14
C14orf166	+	52456192	52471420	chr14
NID2	-	52471520	52535712	chr14
RP11-1033H12.1	-	52577839	52596343	chr14
COX5AP2	+	52584319	52584713	chr14
RP11-1033H12.3	+	52622457	52622897	chr14
PTGDR	+	52734430	52743442	chr14
RP11-452D12.1	+	52753514	52755986	chr14
PTGER2	+	52781022	52795324	chr14
TXNDC16	-	52897307	53019240	chr14
GPR137C	+	53019865	53104431	chr14
ERO1L	-	53106633	53162618	chr14
RP11-841O20.2	+	53107556	53108284	chr14
PSMC6	+	53173889	53195305	chr14
STYX	+	53196897	53241716	chr14
GNPNAT1	-	53241911	53258386	chr14
RP11-589M4.1	+	53241954	53244458	chr14
RN7SL588P	+	53252294	53252581	chr14
RP11-589M4.3	-	53259592	53286752	chr14
RP11-589M4.2	-	53265621	53265779	chr14
FERMT2	-	53323985	53419153	chr14
RP11-589M4.4	+	53338175	53338935	chr14
RP11-368P15.1	+	53478688	53478985	chr14
RP11-368P15.2	+	53489772	53490315	chr14
RP11-368P15.3	+	53503472	53504969	chr14
DDHD1	-	53510685	53620000	chr14
AL356020.1	-	53619766	53619833	chr14
RP11-547D23.1	+	53620071	53624246	chr14
AL163953.3	+	53635771	54153976	chr14
AL163953.2	-	54066549	54080744	chr14
RPS3AP46	+	54079441	54080123	chr14
AL162759.1	-	54235659	54317600	chr14
AL138479.3	-	54383987	54384471	chr14
MIR5580	-	54415144	54415202	chr14
BMP4	-	54416453	54425479	chr14
ATP5C1P1	-	54457818	54458713	chr14
CDKN3	+	54863566	54886936	chr14
CNIH1	-	54893653	54908149	chr14
RP11-794A8.1	+	54937426	54937936	chr14
GMFB	-	54941201	54955914	chr14
CGRRF1	+	54976529	55005567	chr14
SAMD4A	+	55033814	55260033	chr14
GCH1	-	55308725	55369570	chr14
RNU6ATAC9P	+	55325932	55326048	chr14
MIR4308	-	55344830	55344911	chr14
FDPSP3	-	55351566	55352931	chr14
WDHD1	-	55405667	55493823	chr14
AL160471.6	-	55471530	55472405	chr14
SOCS4	+	55493947	55516206	chr14
MAPK1IP1L	+	55518348	55536910	chr14
LGALS3	+	55590827	55612126	chr14
DLGAP5	-	55614829	55658396	chr14
RP11-698F20.3	-	55663444	55665731	chr14
RP11-665C16.8	-	55707339	55707798	chr14
RP11-665C16.6	-	55729484	55738793	chr14
FBXO34	+	55738020	55828636	chr14
RP11-665C16.1	-	55749013	55749361	chr14
CHMP4BP1	+	55765361	55765949	chr14
RP11-665C16.5	-	55792551	55806219	chr14
ATG14	-	55833109	55878576	chr14
RP11-454L9.2	-	55861657	55861951	chr14
TBPL2	-	55880258	55923444	chr14
RPL21P6	-	55880273	55880777	chr14
KTN1-AS1	-	55965995	56046828	chr14
RPL7AP4	+	56010118	56010887	chr14
RP11-132J14.3	+	56013391	56014841	chr14
KTN1	+	56025789	56168244	chr14
Y_RNA	+	56118251	56118352	chr14
RP11-813I20.2	+	56214925	56239921	chr14
RPL13AP3	+	56232894	56234435	chr14
LINC00520	-	56247863	56263406	chr14
RP11-1012E15.1	+	56382444	56383044	chr14
AL163952.1	-	56464931	56465307	chr14
Y_RNA	+	56535160	56535245	chr14
AL163952.2	+	56542197	56542284	chr14
PELI2	+	56584531	56768244	chr14
RP11-930O11.2	-	56770207	56777479	chr14
RP11-930O11.1	+	56777597	56811719	chr14
TMEM260	+	56955071	57117324	chr14
RP11-624J12.1	+	56981048	57018027	chr14
RP11-1085N6.2	-	57099961	57115376	chr14
RP11-1085N6.3	-	57115682	57197253	chr14
RP11-1085N6.1	-	57150138	57150459	chr14
RP11-1085N6.4	+	57226096	57232475	chr14
RP11-1085N6.6	-	57266622	57267306	chr14
OTX2	-	57267424	57277197	chr14
OTX2-AS1	+	57279900	57618895	chr14
RP11-1085N6.5	-	57284287	57360428	chr14
RN7SL461P	-	57291091	57291374	chr14
RNU6-1204P	+	57291703	57291810	chr14
RPL3P3	+	57445126	57446339	chr14
RP11-613G13.1	+	57507602	57509222	chr14
RP11-108M12.2	-	57511363	57511678	chr14
RP11-108M12.3	-	57532977	57579378	chr14
EXOC5	-	57670517	57735726	chr14
AL391152.1	+	57671887	57673291	chr14
AP5M1	+	57735626	57756797	chr14
RP11-932A10.1	+	57822163	57826128	chr14
NAA30	+	57857261	57882635	chr14
C14orf105	-	57936018	57960585	chr14
SLC35F4	-	58030639	58448912	chr14
RP11-409I10.2	+	58045349	58048038	chr14
CTD-2325K12.1	+	58096558	58097880	chr14
RN7SKP99	-	58304071	58304378	chr14
RP11-999E24.3	-	58460262	58461243	chr14
C14orf37	-	58466452	58764857	chr14
RP11-349A22.2	+	58567702	58568292	chr14
UBA52P3	+	58607996	58608378	chr14
RN7SL598P	+	58646488	58646779	chr14
RP11-349A22.3	+	58651293	58652225	chr14
ACTR10	+	58666797	58701750	chr14
PSMA3	+	58711548	58738730	chr14
CTD-2002H8.2	+	58731379	58736399	chr14
RP11-349A22.5	-	58732082	58764852	chr14
HMGB1P14	+	58751490	58752116	chr14
AL132989.1	+	58754750	58755865	chr14
RNU6-341P	-	58759010	58759106	chr14
ARID4A	+	58765102	58840605	chr14
RP11-517O13.3	-	58836740	58862359	chr14
TOMM20L	+	58862633	58875419	chr14
RP11-517O13.1	+	58865274	58893843	chr14
TIMM9	-	58875211	58894332	chr14
KIAA0586	+	58894102	59015216	chr14
Y_RNA	+	58908561	58908710	chr14
HSBP1P1	+	58930688	58930854	chr14
HNRNPCP1	+	58987940	58988706	chr14
RPL9P5	+	59030863	59031334	chr14
DACT1	+	59100684	59115039	chr14
AL121819.1	-	59237869	59237964	chr14
RP11-112J1.1	+	59261371	59261747	chr14
RP11-112J1.3	-	59294396	59294894	chr14
RP11-112J1.2	+	59294951	59484046	chr14
CTD-2315A10.2	-	59602205	59603139	chr14
CTD-2315A10.1	+	59648310	59648658	chr14
DAAM1	+	59655363	59838123	chr14
AL159140.1	+	59866740	59866869	chr14
GPR135	-	59895739	59932060	chr14
L3HYPDH	-	59927080	59951148	chr14
RP11-701B16.2	-	59945991	59992155	chr14
JKAMP	+	59951160	59972128	chr14
CCDC175	-	59971256	60043549	chr14
RTN1	-	60062693	60337684	chr14
MIR5586	-	60113679	60113738	chr14
RP11-62H20.1	-	60386140	60387057	chr14
LRRC9	+	60386430	60530277	chr14
RP11-16B13.1	-	60435833	60558501	chr14
PCNXL4	+	60558628	60635851	chr14
DHRS7	-	60610837	60636574	chr14
SCOCP1	+	60625693	60626042	chr14
